199399	npm	3
195690	geovany_mueller	3
195802	auguue	3
199894	marilpz	0
196536	shanna_armstrong	3
195860	randbv	3
197238	zachery_pfeffer	3
195431	marianne_rice	3
196896	adelns	3
196515	amaol	0
197597	adolphus_schoen	3
195467	elena_treutel	0
196925	randal_cono	3
195214	angelita_turner	0
196184	armaoy	0
199559	eldost	0
197330	audie_swift	3
196512	alfosa	0
198925	laveroy	3
195375	jaho	3
196458	julli	3
195787	jammie.gottlieb	0
196464	trycje	3
198776	juos	3
199371	nichole_trantox	0
198516	chanel.sipes	0
197749	tom.hilll	3
198084	camrzu	3
199609	augustwd	3
198514	isabell_bartell	0
195189	adalberuh	3
196034	horace.beatty	3
195307	karianne_stiedemann	0
198802	paul_williamson	3
197603	lotk	3
198825	brittany.kling	0
197924	ted_funk	3
195781	estella.waters	3
198102	glenna.lind	3
195058	leola.donnelly	3
196742	shaniya_rogahn	0
196991	brianok	0
195054	vincenzo_olson	0
196523	jared.connelly	3
197925	miracmo	0
196328	stone_mann	3
195743	mabmm	0
195714	emerald_heidenreich	0
199270	fredfg	3
196874	emetk	3
196551	gcd	3
197699	kathryob	0
196135	rhoda.renner	0
196469	eldridge.conn	0
197721	hudsqf	3
196362	annabelmj	0
196054	agnes.ruecker	3
198041	tfe	0
197871	abigajl	0
196947	nadia.heathcote	0
199744	josie.tillman	0
196301	lottie.mcglynn	3
199903	treva.mccullough	3
197118	rashawn.bode	3
197950	thelnb	3
196989	tiara.batz	3
199122	brypy	3
198664	rugu	0
195708	bonita.weimann	0
195920	emmeut	3
199286	mosz	0
197352	catf	3
195204	jerrell.skiles	3
199101	addie.will	3
199479	norvcf	3
199049	westlga	3
197102	luqn	3
197582	devin_beer	3
199319	laurie_rippin	0
197106	myroe	0
196699	carlotul	3
196168	melba_gaylord	0
198933	laurgz	0
197112	esperaoag	3
196001	randamq	3
198957	terremy	0
199306	halle.carter	3
195924	clint_lehner	0
197720	candido_hudson	0
198304	sabriog	0
195695	dortha_schowalter	0
199906	bettzn	0
196855	josephine_tillman	3
196265	jordaoi	3
199833	sydngx	0
196713	adrienne_corwin	3
199769	emile_padberg	0
195144	lelji	3
199612	laverna_windler	0
196388	margaretvv	0
195320	lambetb	3
197812	lottie.hintz	3
199896	delfina.fahey	0
197594	vicente.witting	3
198520	ladarius_zemlak	3
196787	rickey.baumbach	3
199997	donavpx	3
196685	kaci.doyle	3
195609	cleug	3
196692	greta.mraz	0
198024	brendbx	3
199752	stanley.mayer	3
195673	ubaldo.von	3
196427	davion_king	0
195977	quentjo	0
197966	hayley_koch	3
195459	jamespw	3
195867	mertie_huel	0
198806	marshall.anderson	3
195038	mbav	0
195110	giusepqf	0
199176	alhz	3
197358	titus.abernathy	0
198984	lloyd_west	0
196789	arnulfo_rowe	3
196710	bo_maggio	0
198604	mabel_bradtke	3
199391	keyshawn_kohler	3
197701	pavx	3
199043	tyshaxx	3
195276	gabrifp	0
199693	royce_lind	3
195498	breanne.grady	3
196822	shanel_wuckert	3
195620	rosamond_klein	0
196757	giuseppe.feil	0
195306	margarevu	0
198845	annabelmk	0
197959	arri	0
199023	monty_fahey	3
199310	israel.steuber	3
197139	laurendu	3
195043	hallie.trantow	0
195185	arnulfo.powlowski	3
198077	angus.flatley	0
198974	fabiola_goodwin	3
199017	eldred.farrell	3
197193	evereuv	0
197482	jimmie.schaefer	3
197364	tertk	0
195603	garfiemo	0
196391	flavkj	0
197442	jonas_wolf	3
197331	savanah_goldner	3
196968	margarevw	0
195112	ozelmk	3
198868	rofq	3
195852	brennpu	3
197734	annabelle_purdy	3
199705	leora_batz	3
199707	lafayetul	3
195289	gerard_ortiz	0
195887	albervq	3
195134	abner_schamberger	0
197986	awk	0
